"","Product_Collection","Vertical_Segment","Processor_Number","Status","Launch_Quarter","Launch_Year","Lithography","Recommended_Customer_Price","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency","Cache_Size","Cache_Type","Instruction_Set","TDP","Max_Memory_Size","Memory_Types","Max_nb_of_Memory_Channels","Max_Memory_Bandwidth"
"622","Legacy","Embedded","E645C","End of Life",4,2010,"45 nm","N/A",1,2,1000,6.23832462503951,"L2","32-bit",7,2.93,"DDR2 800",1,5.85
"624","Legacy","Embedded","E645CT","End of Life",4,2010,"45 nm","N/A",1,2,1000,6.23832462503951,"L2","32-bit",7,2.93,"DDR2 800",1,5.85
"632","Legacy","Embedded","E665C","End of Life",4,2010,"45 nm","N/A",1,2,1300,6.23832462503951,"L2","32-bit",7,2.93,"DDR2 800",1,5.85
"637","Legacy","Embedded","E665CT","End of Life",4,2010,"45 nm","N/A",1,2,1300,6.23832462503951,"L2","32-bit",7,2.93,"DDR2 800",1,5.85
"1581","Legacy","Mobile","i3-380UM","End of Interactive Support",4,2010,"32 nm","N/A",2,4,1330,8.03008409426756,"SmartCache","64-bit",18,8,"DDR3 800",2,12.8
"1589","Legacy","Mobile","i5-470UM","End of Interactive Support",4,2010,"32 nm","N/A",2,4,1330,8.03008409426756,"SmartCache","64-bit",18,8,"DDR3 800",2,12.8
"243","Legacy","Desktop","G6960","End of Interactive Support",1,2011,"32 nm","N/A",2,2,2930,8.03008409426756,"SmartCache","64-bit",73,16.38,"DDR3 1066",2,17
"1640","Legacy","Desktop","i3-2100","End of Life",1,2011,"32 nm","$120.00 ",2,4,3100,8.03008409426756,"SmartCache","64-bit",65,32,"DDR3 1066/1333",2,21
"1641","Legacy","Desktop","i3-2100T","End of Life",1,2011,"32 nm","$132.00 ",2,4,2500,8.03008409426756,"SmartCache","64-bit",35,32,"DDR3 1066/1333",2,21
"1645","Legacy","Desktop","i3-2120","Launched",1,2011,"32 nm","$110.00 - $120.00",2,4,3300,8.03008409426756,"SmartCache","64-bit",65,32,"DDR3 1066/1333",2,21
"1664","Legacy","Desktop","i5-2300","End of Life",1,2011,"32 nm","$187.00 ",4,4,2800,8.72323127482751,"SmartCache","64-bit",95,32,"DDR3 1066/1333",2,21
"1668","Legacy","Desktop","i5-2390T","End of Life",1,2011,"32 nm","N/A",2,4,2700,8.03008409426756,"SmartCache","64-bit",35,32,"DDR3 1066/1333",2,21
"1669","Legacy","Desktop","i5-2400","Launched",1,2011,"32 nm","$174.00 ",4,4,3100,8.72323127482751,"SmartCache","64-bit",95,32,"DDR3 1066/1333",2,21
"1670","Legacy","Desktop","i5-2400S","End of Life",1,2011,"32 nm","N/A",4,4,2500,8.72323127482751,"SmartCache","64-bit",65,32,"DDR3 1066/1333",2,21
"1678","Legacy","Desktop","i5-2500","End of Life",1,2011,"32 nm","N/A",4,4,3300,8.72323127482751,"SmartCache","64-bit",95,32,"DDR3 1066/1333",2,21
"1679","Legacy","Desktop","i5-2500K","End of Life",1,2011,"32 nm","N/A",4,4,3300,8.72323127482751,"SmartCache","64-bit",95,32,"DDR3 1066/1333",2,21
"1680","Legacy","Desktop","i5-2500S","End of Life",1,2011,"32 nm","N/A",4,4,2700,8.72323127482751,"SmartCache","64-bit",65,32,"DDR3 1066/1333",2,21
"1681","Legacy","Desktop","i5-2500T","End of Life",1,2011,"32 nm","N/A",4,4,2300,8.72323127482751,"SmartCache","64-bit",45,32,"DDR3 1066/1333",2,21
"1688","Legacy","Desktop","i7-2600","Launched",1,2011,"32 nm","$261.00 ",4,8,3400,9.01091334727929,"SmartCache","64-bit",95,32,"DDR3 1066/1333",2,21
"1690","Legacy","Desktop","i7-2600K","End of Life",1,2011,"32 nm","N/A",4,8,3400,9.01091334727929,"SmartCache","64-bit",95,32,"DDR3 1066/1333",2,21
"1691","Legacy","Desktop","i7-2600S","End of Life",1,2011,"32 nm","N/A",4,8,2800,9.01091334727929,"SmartCache","64-bit",65,32,"DDR3 1066/1333",2,21
"1808","Legacy","Desktop","i7-990X","End of Interactive Support",1,2011,"32 nm","$1,059.00 ",6,12,3460,9.41637845538745,"SmartCache","64-bit",130,24,"DDR3 1066",3,25.6
"1650","Legacy","Embedded","i3-2310E","Launched",1,2011,"32 nm","$187.00 ",2,4,2100,8.03008409426756,"SmartCache","64-bit",35,16.6,"DDR3 1066/1333",2,21.3
"1683","Legacy","Embedded","i5-2515E","Launched",1,2011,"32 nm","$250.00 ",2,4,2500,8.03008409426756,"SmartCache","64-bit",35,16.6,"DDR3 1066/1333",2,21.3
"1692","Legacy","Embedded","i7-2610UE","Launched",1,2011,"32 nm","$280.00 ",2,4,1500,8.31776616671934,"SmartCache","64-bit",17,16.6,"DDR3 1066/1333",2,25.6
"1701","Legacy","Embedded","i7-2655LE","Launched",1,2011,"32 nm","$306.00 ",2,4,2200,8.31776616671934,"SmartCache","64-bit",25,16.6,"DDR3 1066/1333",2,25.6
"1707","Legacy","Embedded","i7-2715QE","Launched",1,2011,"32 nm","$295.00 ",4,8,2100,8.72323127482751,"SmartCache","64-bit",45,16.6,"DDR3 1066/1333/1600",2,25.6
"238","Legacy","Mobile","P6300","End of Interactive Support",1,2011,"32 nm","N/A",2,2,2270,8.03008409426756,"SmartCache","64-bit",35,8,"DDR3 800/1066 ",2,17.1
"296","Legacy","Mobile","U5600","End of Interactive Support",1,2011,"32 nm","N/A",2,2,1330,8.03008409426756,"SmartCache","64-bit",18,8,"DDR3 800",2,12.8
"649","Legacy","Mobile","N570","Launched",1,2011,"45 nm","N/A",2,4,1660,6.93147180559945,"L2","64-bit",8.5,2,"DDR3",1,5.85
"1632","Legacy","Mobile","i5-480M","End of Interactive Support",1,2011,"32 nm","N/A",2,4,2660,8.03008409426756,"SmartCache","64-bit",35,8,"DDR3 800/1066 ",2,17.1
"1633","Legacy","Mobile","i3-390M","End of Interactive Support",1,2011,"32 nm","N/A",2,4,2660,8.03008409426756,"SmartCache","64-bit",35,8,"DDR3 800/1066 ",2,17.1
"1649","Legacy","Mobile","i3-2310M","Launched",1,2011,"32 nm","N/A",2,4,2100,8.03008409426756,"SmartCache","64-bit",35,16,"DDR3 1066/1333",2,21.3
"1672","Legacy","Mobile","i5-2410M","Launched",1,2011,"32 nm","N/A",2,4,2300,8.03008409426756,"SmartCache","64-bit",35,16,"DDR3 1066/1333",2,21.3
"1682","Legacy","Mobile","i5-2510E","Launched",1,2011,"32 nm","$236.00 ",2,4,2500,8.03008409426756,"SmartCache","64-bit",35,16.6,"DDR3 1066/1333",2,21.3
"1684","Legacy","Mobile","i5-2520M","Launched",1,2011,"32 nm","N/A",2,4,2500,8.03008409426756,"SmartCache","64-bit",35,16,"DDR3 1066/1333",2,21.3
"1685","Legacy","Mobile","i5-2540M","Launched",1,2011,"32 nm","$269.00 ",2,4,2600,8.03008409426756,"SmartCache","64-bit",35,16,"DDR3 1066/1333",2,21.3
"1686","Legacy","Mobile","i5-2537M","Launched",1,2011,"32 nm","N/A",2,4,1400,8.03008409426756,"SmartCache","64-bit",17,8.01,"DDR3 1066/1333",2,21.3
"1693","Legacy","Mobile","i7-2617M","Launched",1,2011,"32 nm","N/A",2,4,1500,8.31776616671934,"SmartCache","64-bit",17,8.01,"DDR3 1066/1333",2,21.3
"1694","Legacy","Mobile","i7-2620M","Launched",1,2011,"32 nm","N/A",2,4,2700,8.31776616671934,"SmartCache","64-bit",35,16,"DDR3 1066/1333",2,21.3
"1695","Legacy","Mobile","i7-2630QM","Launched",1,2011,"32 nm","N/A",4,8,2000,8.72323127482751,"SmartCache","64-bit",45,16,"DDR3 1066/1333",2,21.3
"1696","Legacy","Mobile","i7-2629M","Launched",1,2011,"32 nm","N/A",2,4,2100,8.31776616671934,"SmartCache","64-bit",25,8.01,"DDR3 1066/1333",2,21.3
"1697","Legacy","Mobile","i7-2635QM","Launched",1,2011,"32 nm","N/A",4,8,2000,8.72323127482751,"SmartCache","64-bit",45,16,"DDR3 1066/1333",2,21.3
"1700","Legacy","Mobile","i7-2649M","Launched",1,2011,"32 nm","N/A",2,4,2300,8.31776616671934,"SmartCache","64-bit",25,8.01,"DDR3 1066/1333",2,21.3
"1702","Legacy","Mobile","i7-2657M","Launched",1,2011,"32 nm","N/A",2,4,1600,8.31776616671934,"SmartCache","64-bit",17,8.01,"DDR3 1066/1333",2,21.3
"1708","Legacy","Mobile","i7-2710QE","Launched",1,2011,"32 nm","$295.00 ",4,8,2100,8.72323127482751,"SmartCache","64-bit",45,16.6,"DDR3 1066/1333/1600",2,25.6
"1709","Legacy","Mobile","i7-2720QM","Launched",1,2011,"32 nm","N/A",4,8,2200,8.72323127482751,"SmartCache","64-bit",45,32,"DDR3 1066/1333/1600",2,25.6
"1712","Legacy","Mobile","i7-2820QM","Launched",1,2011,"32 nm","$570.00 ",4,8,2300,9.01091334727929,"SmartCache","64-bit",45,32,"DDR3 1066/1333/1600",2,25.6
"1809","Legacy","Mobile","i7-2920XM","Launched",1,2011,"32 nm","N/A",4,8,2500,9.01091334727929,"SmartCache","64-bit",55,32,"DDR3 1066/1333/1600",2,25.6
"1915","Legacy","Mobile","B810","Launched",1,2011,"32 nm","$72.00 ",2,2,1600,7.6246189861594,"SmartCache","64-bit",35,16.6,"DDR3 1066/1333",2,21.3
"2017","Legacy","Mobile","U3600","End of Interactive Support",1,2011,"32 nm","$134.00 ",2,2,1200,7.6246189861594,"SmartCache","64-bit",18,8,"DDR3 800",2,12.8
"670","Legacy","Server","E5603","End of Life",1,2011,"32 nm","$188.00 - $195.00",4,4,1600,8.31776616671934,"SmartCache","64-bit",80,288,"DDR3 800/1066 ",3,25.6
"967","Legacy","Server","E5606","End of Life",1,2011,"32 nm","$219.00 - $227.00",4,4,2130,9.01091334727929,"SmartCache","64-bit",80,288,"DDR3 800/1066 ",3,25.6
"970","Legacy","Server","E5607","Launched",1,2011,"32 nm","$276.00 - $279.00",4,4,2260,9.01091334727929,"SmartCache","64-bit",80,288,"DDR3 800/1066 ",3,25.6
"982","Legacy","Server","E5649","Launched",1,2011,"32 nm","$774.00 - $777.00",6,12,2530,9.41637845538745,"SmartCache","64-bit",80,288,"DDR3 800/1066/1333 ",3,32
"1015","Legacy","Server","X5647","End of Life",1,2011,"32 nm","$774.00 ",4,8,2930,9.41637845538745,"SmartCache","64-bit",130,288,"DDR3 800/1066 ",3,25.6
"1061","Legacy","Server","X5672","End of Life",1,2011,"32 nm","N/A",4,8,3200,9.41637845538745,"SmartCache","64-bit",95,288,"DDR3 800/1066/1333 ",3,32
"1075","Legacy","Server","X5675","End of Life",1,2011,"32 nm","$1440.00 - $1443.00",6,12,3060,9.41637845538745,"SmartCache","64-bit",95,288,"DDR3 800/1066/1333 ",3,32
"1158","Legacy","Server","X5687","End of Life",1,2011,"32 nm","$1,663.00 ",4,8,3600,9.41637845538745,"SmartCache","64-bit",130,288,"DDR3 800/1066/1333 ",3,32
"1190","Legacy","Server","W3690","End of Life",1,2011,"32 nm","N/A",6,12,3460,9.41637845538745,"SmartCache","64-bit",130,24,"DDR3 800/1066/1333 ",3,32
"1191","Legacy","Server","X5690","End of Life",1,2011,"32 nm","$1663.00 - $1666.00",6,12,3460,9.41637845538745,"SmartCache","64-bit",130,288,"DDR3 800/1066/1333 ",3,32
"96","Legacy","Desktop","G620","End of Life",2,2011,"32 nm","$64.00 ",2,2,2600,8.03008409426756,"SmartCache","64-bit",65,32,"DDR3 1066",2,17
"105","Legacy","Desktop","G620T","End of Life",2,2011,"32 nm","$70.00 - $77.00",2,2,2200,8.03008409426756,"SmartCache","64-bit",35,32,"DDR3 1066",2,17
"115","Legacy","Desktop","G840","End of Life",2,2011,"32 nm","$75.00 ",2,2,2800,8.03008409426756,"SmartCache","64-bit",65,32,"DDR3 1066/1333",2,21
"116","Legacy","Desktop","G622","End of Life",2,2011,"32 nm","N/A",2,2,2600,8.03008409426756,"SmartCache","64-bit",65,32,"DDR3 1066",2,17
"126","Legacy","Desktop","G850","Launched",2,2011,"32 nm","$67.00 - $75.00",2,2,2900,8.03008409426756,"SmartCache","64-bit",65,32,"DDR3 1066/1333",2,21
"1630","Legacy","Desktop","i7-980","End of Interactive Support",2,2011,"32 nm","$594.00 ",6,12,3330,9.41637845538745,"SmartCache","64-bit",130,24,"DDR3 1066",3,32
"1642","Legacy","Desktop","i3-2105","End of Life",2,2011,"32 nm","$134.00 ",2,4,3100,8.03008409426756,"SmartCache","64-bit",65,32,"DDR3 1066/1333",2,21
"1643","Legacy","Desktop","i3-2102","End of Life",2,2011,"32 nm","N/A",2,4,3100,8.03008409426756,"SmartCache","64-bit",65,32,"DDR3 1066/1333",2,21
"1665","Legacy","Desktop","i5-2310","End of Life",2,2011,"32 nm","N/A",4,4,2900,8.72323127482751,"SmartCache","64-bit",95,32,"DDR3 1066/1333",2,21
"1671","Legacy","Desktop","i5-2405S","End of Life",2,2011,"32 nm","N/A",4,4,2500,8.72323127482751,"SmartCache","64-bit",65,32,"DDR3 1066/1333",2,21
"1655","Legacy","Embedded","i3-2340UE","Launched",2,2011,"32 nm","$209.00 ",2,4,1300,8.03008409426756,"SmartCache","64-bit",17,16.6,"DDR3 1066/1333",2,21.3
"1925","Legacy","Embedded","B810E","Launched",2,2011,"32 nm","$72.00 ",2,2,1600,7.6246189861594,"SmartCache","64-bit",35,16.6,"DDR3 1066/1333",2,21.3
"1949","Legacy","Embedded","847E","Launched",2,2011,"32 nm","$111.00 ",2,2,1100,7.6246189861594,"SmartCache","64-bit",17,16.6,"DDR3 1066/1333",2,21.3
"155","Legacy","Mobile","B940","Launched",2,2011,"32 nm","N/A",2,2,2000,7.6246189861594,"L3","64-bit",35,16,"DDR3 1066/1333",2,21.3
"170","Legacy","Mobile","B950","End of Life",2,2011,"32 nm","N/A",2,2,2100,7.6246189861594,"L3","64-bit",35,16,"DDR3 1066/1333",2,21.3
"215","Legacy","Mobile","957","Launched",2,2011,"32 nm","N/A",2,2,1200,7.6246189861594,"L3","64-bit",17,8.01,"DDR3 1066/1333",2,21.3
"636","Legacy","Mobile","Z650","End of Interactive Support",2,2011,"45 nm","N/A",1,2,1200,6.23832462503951,"L2","32-bit",3,2.93,"DDR2 800",1,5.85
"642","Legacy","Mobile","Z670","End of Interactive Support",2,2011,"45 nm","N/A",1,2,1500,6.23832462503951,"Standard","32-bit",3,2.93,"DDR2 800",1,5.85
"1651","Legacy","Mobile","i3-2312M","Launched",2,2011,"32 nm","N/A",2,4,2100,8.03008409426756,"SmartCache","64-bit",35,16,"DDR3 1066/1333",2,21.3
"1653","Legacy","Mobile","i3-2330M","Launched",2,2011,"32 nm","N/A",2,4,2200,8.03008409426756,"L3","64-bit",35,16,"DDR3 1066/1333",2,21.3
"1654","Legacy","Mobile","i3-2330E","Launched",2,2011,"32 nm","$187.00 ",2,4,2200,8.03008409426756,"SmartCache","64-bit",35,16.6,"DDR3 1066/1333",2,21.3
"1658","Legacy","Mobile","i3-2357M","Launched",2,2011,"32 nm","N/A",2,4,1300,8.03008409426756,"L3","64-bit",17,16,"DDR3 1066/1333",2,21.3
"1677","Legacy","Mobile","i5-2467M","Launched",2,2011,"32 nm","N/A",2,4,1600,8.03008409426756,"L3","64-bit",17,8.01,"DDR3 1066/1333",2,21.3
"1689","Legacy","Mobile","i5-2557M","Launched",2,2011,"32 nm","N/A",2,4,1700,8.03008409426756,"L3","64-bit",17,8.01,"DDR3 1066/1333",2,21.3
"1698","Legacy","Mobile","i7-2637M","Launched",2,2011,"32 nm","N/A",2,4,1700,8.31776616671934,"L3","64-bit",17,8.01,"DDR3 1066/1333",2,21.3
"1705","Legacy","Mobile","i7-2677M","Launched",2,2011,"32 nm","N/A",2,4,1800,8.31776616671934,"L3","64-bit",17,8.01,"DDR3 1066/1333",2,21.3
"1905","Legacy","Mobile","B800","Launched",2,2011,"32 nm","N/A",2,2,1500,7.6246189861594,"L3","64-bit",35,16,"DDR3 1066/1333",2,21.3
"1936","Legacy","Mobile","847","Launched",2,2011,"32 nm","$134.00 ",2,4,1100,7.6246189861594,"L3","64-bit",17,16,"DDR3 1066/1333",2,21.3
"935","Xeon","Server","E3-1220","End of Life",2,2011,"32 nm","$189.00 - $203.00",4,4,3100,9.01091334727929,"SmartCache","64-bit",80,32,"DDR3 1066/1333",2,21
"936","Xeon","Server","E3-1220L","End of Life",2,2011,"32 nm","$189.00 ",2,4,2200,8.03008409426756,"SmartCache","64-bit",20,32,"DDR3 1066/1333",2,21
"937","Xeon","Server","E3-1225","End of Life",2,2011,"32 nm","$175.00 - $209.00",4,4,3100,8.72323127482751,"SmartCache","64-bit",95,32,"DDR3 1066/1333",2,21
"938","Xeon","Server","E3-1230","End of Life",2,2011,"32 nm","$230.00 ",4,8,3200,9.01091334727929,"SmartCache","64-bit",80,32,"DDR3 1066/1333",2,21
"939","Xeon","Server","E3-1240","End of Life",2,2011,"32 nm","$250.00 - $261.00",4,8,3300,9.01091334727929,"SmartCache","64-bit",80,32,"DDR3 1066/1333",2,21
"940","Xeon","Server","E3-1235","End of Life",2,2011,"32 nm","$250.00 ",4,8,3200,9.01091334727929,"SmartCache","64-bit",95,32,"DDR3 1066/1333",2,21
"941","Xeon","Server","E3-1245","End of Life",2,2011,"32 nm","$262.00 - $273.00",4,8,3300,9.01091334727929,"SmartCache","64-bit",95,32,"DDR3 1066/1333",2,21
"942","Xeon","Server","E3-1260L","End of Life",2,2011,"32 nm","$294.00 ",4,8,2400,9.01091334727929,"SmartCache","64-bit",45,32,"DDR3 1066/1333",2,21
"943","Xeon","Server","E3-1275","End of Life",2,2011,"32 nm","$315.00 - $350.00",4,8,3400,9.01091334727929,"SmartCache","64-bit",95,32,"DDR3 1066/1333",2,21
"944","Xeon","Server","E3-1270","End of Life",2,2011,"32 nm","$328.00 - $339.00",4,8,3400,9.01091334727929,"SmartCache","64-bit",80,32,"DDR3 1066/1333",2,21
"945","Xeon","Server","E3-1280","End of Life",2,2011,"32 nm","$612.00 - $623.00",4,8,3500,9.01091334727929,"SmartCache","64-bit",95,32,"DDR3 1066/1333",2,21
"1262","Xeon","Server","E7-2803","End of Life",2,2011,"32 nm","$774.00 ",6,12,1730,9.82184356349562,"SmartCache","64-bit",105,1044.48,"DDR3 800/978/1066/1333 (Max Speed 800 MHz)",4,68
"2178","Xeon","Server","E7-2820","End of Life",2,2011,"32 nm","$1,334.00 ",8,16,2000,9.82184356349562,"SmartCache","64-bit",105,1044.48,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,68
"2179","Xeon","Server","E7-2830","End of Life",2,2011,"32 nm","$1,779.00 ",8,16,2130,10.1095256359474,"SmartCache","64-bit",105,1044.48,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,68
"2180","Xeon","Server","E7-2850","End of Life",2,2011,"32 nm","$2,558.00 ",10,20,2000,10.1095256359474,"SmartCache","64-bit",130,1044.48,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,68
"2181","Xeon","Server","E7-2860","End of Life",2,2011,"32 nm","$3,670.00 ",10,20,2260,10.1095256359474,"SmartCache","64-bit",130,1044.48,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,68
"2182","Xeon","Server","E7-2870","End of Life",2,2011,"32 nm","$4,227.00 ",10,20,2400,10.3326691872616,"SmartCache","64-bit",130,1044.48,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,68
"2183","Xeon","Server","E7-4807","End of Life",2,2011,"32 nm","$890.00 ",6,12,1860,9.82184356349562,"SmartCache","64-bit",95,2099.2,"DDR3 800/978/1066/1333 (Max Speed 800 MHz)",4,68
"2184","Xeon","Server","E7-4820","End of Life",2,2011,"32 nm","$1,446.00 ",8,16,2000,9.82184356349562,"SmartCache","64-bit",105,2099.2,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,68
"2185","Xeon","Server","E7-4830","End of Life",2,2011,"32 nm","$2,059.00 ",8,16,2130,10.1095256359474,"SmartCache","64-bit",105,2099.2,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,68
"2186","Xeon","Server","E7-4850","End of Life",2,2011,"32 nm","$2,837.00 ",10,20,2000,10.1095256359474,"SmartCache","64-bit",130,2099.2,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,68
"2187","Xeon","Server","E7-4860","End of Life",2,2011,"32 nm","$3,838.00 ",10,20,2260,10.1095256359474,"SmartCache","64-bit",130,2099.2,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,68
"2188","Xeon","Server","E7-4870","End of Life",2,2011,"32 nm","$4,394.00 ",10,20,2400,10.3326691872616,"SmartCache","64-bit",130,2099.2,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,68
"2189","Xeon","Server","E7-8830","End of Life",2,2011,"32 nm","$2,280.00 ",8,16,2130,10.1095256359474,"SmartCache","64-bit",105,4198.4,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,68
"2190","Xeon","Server","E7-8837","End of Life",2,2011,"32 nm","$2,280.00 ",8,8,2660,10.1095256359474,"SmartCache","64-bit",130,4198.4,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,68
"2191","Xeon","Server","E7-8850","End of Life",2,2011,"32 nm","$3,059.00 ",10,20,2000,10.1095256359474,"SmartCache","64-bit",130,4198.4,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,68
"2192","Xeon","Server","E7-8860","End of Life",2,2011,"32 nm","$4,061.00 ",10,20,2260,10.1095256359474,"SmartCache","64-bit",130,4198.4,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,68
"2193","Xeon","Server","E7-8867L","End of Life",2,2011,"32 nm","$4,172.00 ",10,20,2130,10.3326691872616,"SmartCache","64-bit",105,4198.4,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,68
"2194","Xeon","Server","E7-8870","End of Life",2,2011,"32 nm","$4,616.00 ",10,20,2400,10.3326691872616,"SmartCache","64-bit",130,4198.4,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,68
"491","Atom","Desktop","D2500","End of Interactive Support",3,2011,"32 nm","$42.00 ",2,2,1860,6.93147180559945,"L2","64-bit",10,4,"DDR3 800/1066 ",1,6.4
"554","Atom","Desktop","D2700","End of Interactive Support",3,2011,"32 nm","N/A",2,4,2130,6.93147180559945,"L2","64-bit",10,4,"DDR3 800/1066 ",1,6.4
"127","Legacy","Desktop","G630","End of Life",3,2011,"32 nm","$64.00 ",2,2,2700,8.03008409426756,"SmartCache","64-bit",65,32,"DDR3 1066",2,17
"137","Legacy","Desktop","G860","End of Life",3,2011,"32 nm","$75.00 ",2,2,3000,8.03008409426756,"SmartCache","64-bit",65,32,"DDR3 1066/1333",2,21
"138","Legacy","Desktop","G630T","End of Life",3,2011,"32 nm","$72.00 ",2,2,2300,8.03008409426756,"SmartCache","64-bit",35,32,"DDR3 1066",2,17
"156","Legacy","Desktop","G632","End of Life",3,2011,"32 nm","N/A",2,2,2700,8.03008409426756,"SmartCache","64-bit",65,32,"DDR3 1066",2,17
"305","Legacy","Desktop","G6951","End of Interactive Support",3,2011,"32 nm","N/A",2,2,2800,8.03008409426756,"SmartCache","64-bit",73,16.38,"DDR3 1066",2,17
"1646","Legacy","Desktop","i3-2120T","End of Life",3,2011,"32 nm","$121.00 ",2,4,2600,8.03008409426756,"SmartCache","64-bit",35,32,"DDR3 1066/1333",2,21
"1647","Legacy","Desktop","i3-2125","End of Life",3,2011,"32 nm","$134.00 - $144.00",2,4,3300,8.03008409426756,"SmartCache","64-bit",65,32,"DDR3 1066/1333",2,21
"1648","Legacy","Desktop","i3-2130","End of Life",3,2011,"32 nm","$117.00 ",2,4,3400,8.03008409426756,"SmartCache","64-bit",65,32,"DDR3 1066/1333",2,21
"1666","Legacy","Desktop","i5-2320","End of Life",3,2011,"32 nm","$177.00 ",4,4,3000,8.72323127482751,"SmartCache","64-bit",95,32,"DDR3 1066/1333",2,21
"1906","Legacy","Desktop","G530","End of Life",3,2011,"32 nm","$42.00 ",2,2,2400,7.6246189861594,"SmartCache","64-bit",65,32,"DDR3 1066",2,17
"1916","Legacy","Desktop","G530T","End of Life",3,2011,"32 nm","N/A",2,2,2000,7.6246189861594,"SmartCache","64-bit",35,32,"DDR3 1066",2,17
"1926","Legacy","Desktop","G540","Launched",3,2011,"32 nm","$40.00 - $42.00",2,2,2500,7.6246189861594,"SmartCache","64-bit",65,32,"DDR3 1066",2,17
"1982","Legacy","Desktop","G440","End of Life",3,2011,"32 nm","N/A",1,1,1600,6.93147180559945,"SmartCache","64-bit",35,32,"DDR3 1066",2,17
"1924","Legacy","Embedded","827E","Launched",3,2011,"32 nm","$89.00 ",1,1,1400,7.33693691370762,"SmartCache","64-bit",17,16.6,"DDR3 1066/1333",2,21.3
"1963","Legacy","Mobile","857","Launched",3,2011,"32 nm","N/A",2,2,1200,7.6246189861594,"L3","64-bit",17,16,"DDR3 1066/1333",2,21.3
"1980","Legacy","Mobile","B840","Launched",3,2011,"32 nm","$86.00 ",2,2,1900,7.6246189861594,"L3","64-bit",35,16,"DDR3 1066/1333",2,21.3
"1981","Legacy","Mobile","B710","Launched",3,2011,"32 nm","N/A",1,1,1600,7.33693691370762,"L3","64-bit",35,16,"DDR3 1066/1333",2,21.3
